"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Mar 26 14:02:02 GMT 2023","Sun Mar 26 14:02:10 GMT 2023","7512","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticModuleWidgetPromoMarket_clickOnBtnTradeNow_SignUpFormWasAppear","Checking buttons 'Trade Now' (4 items) on module widget promo market [18] ar/, CYSEC, swiss-stock-exchange-20-index",""
"passed","Sun Mar 26 13:50:01 GMT 2023","Sun Mar 26 13:50:11 GMT 2023","10204","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticModuleTradingCalculator_clickOnBtnStartTrading_SignUpFormWasAppear","Checking button 'Start trading' on module 'Trading calculator' [20] ar/, CYSEC, netherlands-exchange-25-index",""
"passed","Sun Mar 26 14:29:38 GMT 2023","Sun Mar 26 14:29:52 GMT 2023","14021","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee [3] ar/, CYSEC, germany-40-index",""
"failed","Sun Mar 26 13:28:09 GMT 2023","Sun Mar 26 13:28:18 GMT 2023","9155","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticPageHeader_ClickOnBtnLogIn_LoginFormWasAppear","Check 'Log In' button on page header [26] ar/, CYSEC, cboe-volatility-index-futures-oct-22-index",""
"broken","Sun Mar 26 13:54:35 GMT 2023","Sun Mar 26 13:54:43 GMT 2023","8000","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticPage_ClickOnBtnAddToFavourite_SignUpFormWasAppear","Check 'Add to favourite' button on title block [25] ar/, CYSEC, cboe-volatility-index-futures-vxv21-index",""
"broken","Sun Mar 26 14:09:44 GMT 2023","Sun Mar 26 14:10:10 GMT 2023","26053","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [4] ar/, CYSEC, sp-500-index",""
"broken","Sun Mar 26 14:26:06 GMT 2023","Sun Mar 26 14:26:32 GMT 2023","25597","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget [22] ar/, CYSEC, cboe-volatility-index-futures-vxn21-index",""
"passed","Sun Mar 26 14:10:10 GMT 2023","Sun Mar 26 14:10:21 GMT 2023","10689","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [5] ar/, CYSEC, hong-kong-50-index",""
"broken","Sun Mar 26 14:13:42 GMT 2023","Sun Mar 26 14:14:08 GMT 2023","26017","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [15] ar/, CYSEC, ftse-china-a50-index",""
"broken","Sun Mar 26 13:36:33 GMT 2023","Sun Mar 26 13:36:41 GMT 2023","7950","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnViewDetailedChart_SignUpFormWasAppear","Check 'View detailed chart' button on trading instrument widget [23] ar/, CYSEC, cboe-volatility-index-futures-jul-22-index",""
"passed","Sun Mar 26 14:36:32 GMT 2023","Sun Mar 26 14:36:41 GMT 2023","8943","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticModuleStillLookingForBrokerYouCanTrust_clickOnBtnUserPlus_SignUpFormWasAppear","Checking user plus button on module 'Still looking for a broker you can trust?' [18] ar/, CYSEC, swiss-stock-exchange-20-index",""
"passed","Sun Mar 26 13:31:31 GMT 2023","Sun Mar 26 13:31:44 GMT 2023","13302","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticShotPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Short position overnight fee [19] ar/, CYSEC, australia-200-index",""
"passed","Sun Mar 26 14:38:47 GMT 2023","Sun Mar 26 14:38:59 GMT 2023","11683","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnBell_SignUpFormWasAppear","Check Bell on trading instrument widget [3] ar/, CYSEC, germany-40-index",""
"passed","Sun Mar 26 14:23:12 GMT 2023","Sun Mar 26 14:23:23 GMT 2023","10811","","com.capital.ticTests.EN.indices.CheckRegBtnTests","","com.capital.ticTests.EN.indices.CheckRegBtnTests","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget [13] ar/, CYSEC, japan-225-index",""
